image	tool	kind	units	utf8	script	dir	name
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	103	187	none	/MAJ 2024/souaker new/SOUAKER 2/_vti_cnf	المطوية رقم 50 مُتابعة صدور النصوص التنظيمية المُتخذة لتطبيق القانون الأساسي العام للوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	90	161	none	/MAJ 2024/souaker new/SOUAKER 2/_vti_cnf	المطوية رقم 52 ماَ يجبُ أن نعرفهُ حَولَ توظيف خِريجي المَدرسة الوطنية للصحِة العَسكرية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	201	none	/MAJ 2024/souaker new/SOUAKER 2/_vti_cnf	المطوية رقم 54 ماَ يجبُ أن نعرفهُ حَول تثبيت فَترات الخدمة الوطنية والإستبقاء وإعادة الإستدعاء في إطار التعبئة
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	200	none	/MAJ 2024/souaker new/SOUAKER 2/_vti_cnf	المطوية رقم 55 مَا يجبُ أن نعرفهُ حَولَ الإرسالات المقبولة للتّنقل عن طريق الإعفاء البَريدي أو الإعفاء من التَ
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	90	91	none	/MAJ 2024/recrutements/interieur	programmes des concours sur épreuves examens et tests professionnels pour chaque grade.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	88	159	none	/MAJ 2024/recrutements/interieur	تعلمية وزارية مشتركة للتوظيف المباشر و ترقية لخرجي المدرسة  الوطنية لمهندسي المدينة .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	88	146	none	/MAJ 2024/promotion/interieur	منشور وزاري رقم 08352 المؤرخ في 19-10-2017 ترقية الاطباء البيطريين للإدارة الإقليمية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	156	none	/MAJ 2024/mutation/interieur	التعليمة الوزارية رقم 07245 المؤرخة في 24-10-2016 حركات النقل للموظفين للجماعات الإقليمية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	88	154	none	/MAJ 2023/souaker new	المطويتين رقم 38 و 39 ما يجبُ أن نعرفهُ حول المجلس المتساوي الأعضاء للوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	100	180	none	/MAJ 2023/souaker new	المقال رقم 07 القرارات الإدارية بإعتبارها أحد اعمال الإدارة العامة في مجال تسيير الموارد البشرية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	170	none	/MAJ 2023/souaker new	دليل إسترشادي يوضح شروط وكيفيات إستفادة الموظفين والأعوان المتعاقدين من عطلة لإنشاء مؤسسة.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	96	174	none	/MAJ 2023/souaker new	دليل حول كيفيات الانتداب لممارسة عهدة نقابية والاستفادة من رخص الغياب وعطلة التكوين النقابي .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	94	173	none	/MAJ 2023/souaker new	دليل حول كيفيات تقدير تمثيلية المنظمات النقابية ومضمون المؤشرات الإحصائية الخاصة بمنخرطيها.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	169	none	/MAJ 2023/souaker new	دليل حول مهام الوسطاء في مجال تسوية النزاعات الجماعية للعمل، وكذا كيفيات تعيينهم وأتعابهم.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	108	189	none	/MAJ 2023/souaker new	دليل مراجع النصوص التشريعية  و ت الخاص بتسيير م ب في قطاع الوظيفة العمومية موزع حسب القطاعات ديسمبر 2022.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	186	none	/MAJ 2023/souaker new	دليل يحدد قائمة مؤسسات التكوين والتعليم المهنيين المُؤهلة لتنظيم عمليات التوظيف والترقية والتكوين.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	186	none	/MAJ 2023/souaker new	مهام اللّجنة الوطنية واللّجنة الولائية للتحكيم في مجال النزاعات الجماعية للعمل، وتنظيمهما وسيرهما.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	88	154	none	/MAJ 2023/souaker new/_vti_cnf	المطويتين رقم 38 و 39 ما يجبُ أن نعرفهُ حول المجلس المتساوي الأعضاء للوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	100	180	none	/MAJ 2023/souaker new/_vti_cnf	المقال رقم 07 القرارات الإدارية بإعتبارها أحد اعمال الإدارة العامة في مجال تسيير الموارد البشرية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	170	none	/MAJ 2023/souaker new/_vti_cnf	دليل إسترشادي يوضح شروط وكيفيات إستفادة الموظفين والأعوان المتعاقدين من عطلة لإنشاء مؤسسة.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	96	174	none	/MAJ 2023/souaker new/_vti_cnf	دليل حول كيفيات الانتداب لممارسة عهدة نقابية والاستفادة من رخص الغياب وعطلة التكوين النقابي .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	94	173	none	/MAJ 2023/souaker new/_vti_cnf	دليل حول كيفيات تقدير تمثيلية المنظمات النقابية ومضمون المؤشرات الإحصائية الخاصة بمنخرطيها.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	169	none	/MAJ 2023/souaker new/_vti_cnf	دليل حول مهام الوسطاء في مجال تسوية النزاعات الجماعية للعمل، وكذا كيفيات تعيينهم وأتعابهم.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	108	189	none	/MAJ 2023/souaker new/_vti_cnf	دليل مراجع النصوص التشريعية  و ت الخاص بتسيير م ب في قطاع الوظيفة العمومية موزع حسب القطاعات ديسمبر 2022.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	186	none	/MAJ 2023/souaker new/_vti_cnf	دليل يحدد قائمة مؤسسات التكوين والتعليم المهنيين المُؤهلة لتنظيم عمليات التوظيف والترقية والتكوين.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	186	none	/MAJ 2023/souaker new/_vti_cnf	مهام اللّجنة الوطنية واللّجنة الولائية للتحكيم في مجال النزاعات الجماعية للعمل، وتنظيمهما وسيرهما.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	204	none	/MAJ 2023/souaker new/2	دليل يُحدد نماذج القرارات والمقررات الفردية المُتعلقة بتسيير الموارد البشرية في الإدارات و المؤسسات العمومية.d
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	204	none	/MAJ 2023/souaker new/2	دليل يُحدد نماذج القرارات والمقررات الفردية المُتعلقة بتسيير الموارد البشرية في الإدارات و المؤسسات العمومية.p
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	204	none	/MAJ 2023/souaker new/2/_vti_cnf	دليل يُحدد نماذج القرارات والمقررات الفردية المُتعلقة بتسيير الموارد البشرية في الإدارات و المؤسسات العمومية.d
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	204	none	/MAJ 2023/souaker new/2/_vti_cnf	دليل يُحدد نماذج القرارات والمقررات الفردية المُتعلقة بتسيير الموارد البشرية في الإدارات و المؤسسات العمومية.p
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	150	none	/MAJ 2023/recrutements	برقية-2023-اسناد-اختبارمهني-لمندوبية-الولائية-لامن-الطرق-إلى-غاية-تعديل-القرار-2008.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	150	none	/MAJ 2023/recrutements/_vti_cnf	برقية-2023-اسناد-اختبارمهني-لمندوبية-الولائية-لامن-الطرق-إلى-غاية-تعديل-القرار-2008.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	d	110	187	none	/MAJ 2023/marchés publics	منشور رقم 5312 مؤرخ في 10-  08 2023 -متعلق بمعالجة نفقات الاستثمار من طرف المؤسسات العمومية ذات الطابع الاداري
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	98	100	none	/MAJ 2023/comptabilité et finances/lolf	Contenu des comptes d la classification par nature économique des charges budgétaire de l'Etat.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	d	110	192	none	/MAJ 2023/comptabilité et finances/lolf	مذكرة رقم 12 مؤرخة في 13 فيفري 2023 تحدد كيفيات التسيير الانتقالي لعمليات البرامج الجارية الموقوفة بتاريخ 31 د
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	102	177	none	/MAJ 2023/comptabilité et finances/lolf/عربي	التعليمة رقم 805 المؤرخة في 31 جانفي 2023 المحددة لكيفيات اعداد الجداول الاصلية الاولية والتكميلية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	91	167	none	/MAJ 2023/comptabilité et finances/lolf/عربي/منشور 1035	قائمة مجالات تدخل إعانات الدولة في إطار التنمية الاجتماعية والاقتصادية للجماعات المحلية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	91	167	none	/MAJ 2023/comptabilité et finances/lolf/عربي/منشور 1035/_vti_cnf	قائمة مجالات تدخل إعانات الدولة في إطار التنمية الاجتماعية والاقتصادية للجماعات المحلية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	102	177	none	/MAJ 2023/comptabilité et finances/lolf/عربي/_vti_cnf	التعليمة رقم 805 المؤرخة في 31 جانفي 2023 المحددة لكيفيات اعداد الجداول الاصلية الاولية والتكميلية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	200	none	/MAJ 2022/souaker new	المقال رقم 05 رقابة المشروعية المنوطة بمصالح السلطة المكلفة بالوظيفة العمومية في مجال تسيير الموارد البشرية.pd
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	106	190	none	/MAJ 2022/souaker new	دليل مراجع النصوص التشريعية والتنظيمية الخاص بتسيير الموارد البشرية في قطاع الوظيفة العمومية جوان 2021.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	200	none	/MAJ 2022/souaker new/_vti_cnf	المقال رقم 05 رقابة المشروعية المنوطة بمصالح السلطة المكلفة بالوظيفة العمومية في مجال تسيير الموارد البشرية.pd
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	106	190	none	/MAJ 2022/souaker new/_vti_cnf	دليل مراجع النصوص التشريعية والتنظيمية الخاص بتسيير الموارد البشرية في قطاع الوظيفة العمومية جوان 2021.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	151	none	/MAJ 2022/promotion	ترخيص-  2022--استثنائية-للترقية-على-اساس-الشهادة-الشباب-و-الرياضة- بشهادة الدكتوراه.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	151	none	/MAJ 2022/promotion/_vti_cnf	ترخيص-  2022--استثنائية-للترقية-على-اساس-الشهادة-الشباب-و-الرياضة- بشهادة الدكتوراه.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	d	91	96	General punctuation	/MAJ 2022/comptabilité et finances/LA LOLF	Document de programmation initiale des crédits et des emplois budgétaires pour l’année 2023
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	d	102	106	General punctuation	/MAJ 2022/comptabilité et finances/LA LOLF	Notification de l’extrait du document de programmation initiale des crédits et des emplois budgétaires
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	171	none	/MAJ 2021/promotion- examens professionnel/sante	قرار رقم 57 -08-08-2019 تشكيلة تقييم النشاط الإستشفائي و شبكات التقييم -ممارسين الطبيين المتخصصين.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	186	none	/MAJ 2021/promotion- examens professionnel/sante	قرار رقم 66  15-10-  2019 يعدل القرار 57 تشكيلة تقييم النشاط الإستشفائي و شبكات التقييم -ممارسين الطبيين المتخ
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	171	none	/MAJ 2021/promotion- examens professionnel/sante/_vti_cnf	قرار رقم 57 -08-08-2019 تشكيلة تقييم النشاط الإستشفائي و شبكات التقييم -ممارسين الطبيين المتخصصين.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	186	none	/MAJ 2021/promotion- examens professionnel/sante/_vti_cnf	قرار رقم 66  15-10-  2019 يعدل القرار 57 تشكيلة تقييم النشاط الإستشفائي و شبكات التقييم -ممارسين الطبيين المتخ
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	99	175	none	/MAJ 2021/integration	مراسلة-2021-الموافقة-الإستثنائية-على-ادماج-حاملي-شهادة-تقني-كل-التخصصات-في-رتبة-عون-ادارة-رئيسي.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	196	none	/MAJ 2021/integration	مراسلة-2021-م-ع-و-م-إلى-وزير-العمل-حول-عملية-إدماج-المستفيدين-من-جهازي-المساعدة-على-الإدماج-المهني-وإقتراح-الإ
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	99	175	none	/MAJ 2021/integration/_vti_cnf	مراسلة-2021-الموافقة-الإستثنائية-على-ادماج-حاملي-شهادة-تقني-كل-التخصصات-في-رتبة-عون-ادارة-رئيسي.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	196	none	/MAJ 2021/integration/_vti_cnf	مراسلة-2021-م-ع-و-م-إلى-وزير-العمل-حول-عملية-إدماج-المستفيدين-من-جهازي-المساعدة-على-الإدماج-المهني-وإقتراح-الإ
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	92	166	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019	المطوية رقم 04 كيفيات الاعداد والمصادقة على المخططات غير الممركزة للتكوين وتحسين المستوى.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	181	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019	المطوية رقم 05 كيفيات الإعداد والمصادقة على الجزء الثالث من المخطط السنوي لتسيير الموارد البشرية .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	157	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019	المطوية رقم 15 العلاقات الوظيفية بين مسيري الموارد البشرية ومفتشية الوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	88	155	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019	المطوية رقم 22 الترقية في الرتبة على سبيل الاختيار  عن طريق التسجيل في قائمة التأهيل.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	108	194	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019	المطوية رقم 24 ما يجب على الموظف معرفته عن هيئات الرقابة مفتشية الوظيفة العمومية ومصالح المراقبة المالية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	108	195	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019	المطوية رقم 25 إدماج المستفيدين من جهازي المساعدة على الادماج المهني والادماج الاجتماعي لحاملي الشهادات_.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	92	166	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019/_vti_cnf	المطوية رقم 04 كيفيات الاعداد والمصادقة على المخططات غير الممركزة للتكوين وتحسين المستوى.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	101	181	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019/_vti_cnf	المطوية رقم 05 كيفيات الإعداد والمصادقة على الجزء الثالث من المخطط السنوي لتسيير الموارد البشرية .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	157	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019/_vti_cnf	المطوية رقم 15 العلاقات الوظيفية بين مسيري الموارد البشرية ومفتشية الوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	88	155	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019/_vti_cnf	المطوية رقم 22 الترقية في الرتبة على سبيل الاختيار  عن طريق التسجيل في قائمة التأهيل.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	108	194	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019/_vti_cnf	المطوية رقم 24 ما يجب على الموظف معرفته عن هيئات الرقابة مفتشية الوظيفة العمومية ومصالح المراقبة المالية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	108	195	none	/MAJ 2021/guides et manuels/souaker/مطويات سنة 2019/_vti_cnf	المطوية رقم 25 إدماج المستفيدين من جهازي المساعدة على الادماج المهني والادماج الاجتماعي لحاملي الشهادات_.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	96	176	none	/MAJ 2021/guides et manuels/souaker/manuels et guides souaker	دليل مراجع النصوص التشريعية والتنظيمية الخاص بمسيري الموارد البشرية في قطاع الوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	96	176	none	/MAJ 2021/guides et manuels/souaker/manuels et guides souaker/_vti_cnf	دليل مراجع النصوص التشريعية والتنظيمية الخاص بمسيري الموارد البشرية في قطاع الوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	166	none	/MAJ 2021/guides et manuels/souaker/2020منشورات	المطورية رقم 02 دليل التحرير الاداري لمسيري الموارد البشرية _ وثائق السرد والوصف والتحليل.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	109	197	none	/MAJ 2021/guides et manuels/souaker/2020منشورات	المطوية رقم 01 الاجراءات العملية لتجسيد عملية ادماج الاعوان المستفيدين من جهازي الإدماج المهني و الاجتماع.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	103	187	none	/MAJ 2021/guides et manuels/souaker/2020منشورات	المطوية رقم 03 توظيف الاشخاص المعوقين في المؤسسات والادارات العمومية التابعة لقطاع الوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	166	none	/MAJ 2021/guides et manuels/souaker/2020منشورات	المطوية رقم 04 مسائل متفرقة توظيف، ترقية، مسابقات، مناصب عليا، رخص الغياب، ممارسة المهام .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	156	none	/MAJ 2021/guides et manuels/souaker/2020منشورات	المطوية رقم 05 تحديد معايير الانتقاء في المسابقات على أساس الشهادات وكيفيات تنقيطها.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	166	none	/MAJ 2021/guides et manuels/souaker/2020منشورات/_vti_cnf	المطورية رقم 02 دليل التحرير الاداري لمسيري الموارد البشرية _ وثائق السرد والوصف والتحليل.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	109	197	none	/MAJ 2021/guides et manuels/souaker/2020منشورات/_vti_cnf	المطوية رقم 01 الاجراءات العملية لتجسيد عملية ادماج الاعوان المستفيدين من جهازي الإدماج المهني و الاجتماع.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	103	187	none	/MAJ 2021/guides et manuels/souaker/2020منشورات/_vti_cnf	المطوية رقم 03 توظيف الاشخاص المعوقين في المؤسسات والادارات العمومية التابعة لقطاع الوظيفة العمومية.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	93	166	none	/MAJ 2021/guides et manuels/souaker/2020منشورات/_vti_cnf	المطوية رقم 04 مسائل متفرقة توظيف، ترقية، مسابقات، مناصب عليا، رخص الغياب، ممارسة المهام .pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	156	none	/MAJ 2021/guides et manuels/souaker/2020منشورات/_vti_cnf	المطوية رقم 05 تحديد معايير الانتقاء في المسابقات على أساس الشهادات وكيفيات تنقيطها.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	156	none	/MAJ 2021/guides et manuels/souaker/2018منشورات	المطوية رقم 03 تحديد معايير الانتقاء في المسابقات على أساس الشهادات وكيفيات تنقيطها.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	87	156	none	/MAJ 2021/guides et manuels/souaker/2018منشورات/_vti_cnf	المطوية رقم 03 تحديد معايير الانتقاء في المسابقات على أساس الشهادات وكيفيات تنقيطها.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	192	none	/MAJ 2020/promotion	ارسال المديرية العامة للوظيفة العمومية رقم 2606 المؤرخ في 17 مارس 2013 حول الترقية في الرتبة اثناء العطلة المر
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	192	none	/MAJ 2020/promotion/_vti_cnf	ارسال المديرية العامة للوظيفة العمومية رقم 2606 المؤرخ في 17 مارس 2013 حول الترقية في الرتبة اثناء العطلة المر
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	197	none	/MAJ 2020/ohb/_vti_cnf	المرسوم التنفيذي رقم 98-412 يحدد كيفية تخصيص العائدات الناتجة عن الخدمات و الاشغال التي تقوم بها المؤسسات العم
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	192	none	/MAJ 2020/ohb/_vti_cnf	تعليمة المديرية العامة للميزانية رقم 2288 المؤرخة في 03 أفريل 2012 حول عقلنة تسيير النفقات العمومية في أحكام ا
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	89	90	none	/MAJ 2020/ohb/FORMATION PROFESSIONNELLE	decret executif 98-412 du 07 decembre 1998 fixant relative à la  formation production.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	89	90	none	/MAJ 2020/ohb/FORMATION PROFESSIONNELLE/_vti_cnf	decret executif 98-412 du 07 decembre 1998 fixant relative à la  formation production.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	193	none	/MAJ 2020/comptabilite publique	إرسال المديرية العامة للميزانية رقم 3149 المؤرخ في 09 جويلية 2019 حول العراقيل المواجهة في إقتناء السيارات الا
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	192	none	/MAJ 2020/comptabilite publique	ارسال المديرية  العامة للخزينة رقم 511 المؤرخ في 25 مارس 2019 تتضمن توضيحات حول المنشئات المعنية بالتأمين عن ا
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	194	none	/MAJ 2020/comptabilite publique	ارسال المديرية العامة للميزانية رقم 1086 المؤرخ 14 جويلة 2019 حول الاعانات المقدمة من البلديات لفائدة المؤسسات
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	192	none	/MAJ 2020/comptabilite publique	تعليمة وزارة المالية رقم 02 المؤرخة في 12 جويلية 2003 حول كيفية تسديد قسيمة السيارات من طرف ادارة الدولة و الج
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	109	188	none	/MAJ 2020/comptabilite publique	مراسلة المديرية العامة للميزانية رقم 1023 المؤرخة في فيفري 2016 حول مدى امكانية اقتناء بطاقات التعبئة 4 ج.pdf
wartilani-2-arabe-septembre-2025.-ta__Wartilani_2_arabe_septembre_2025.TA.iso	UltraISO	f	110	193	none	/MAJ 2020/comptabilite publique	مراسلة المديرية العامة للميزانية رقم 1402المؤرخة في 07 مارس 2015 حول عدم امكانية تسوية الراتب الشهري لفترة الم
